# timestamp,is_waterheater_on, temperature, height,water_demand,heatgain,load_state,waterheater_model
2020-01-01 01:28:30 PST,+0,+119.459,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:29:00 PST,+0,+119.456,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:29:30 PST,+0,+119.453,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:30:00 PST,+0,+119.45,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:30:30 PST,+0,+119.447,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:31:00 PST,+0,+119.444,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:31:30 PST,+0,+119.441,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:32:00 PST,+0,+119.438,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:32:30 PST,+0,+119.435,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:33:00 PST,+0,+119.432,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:33:30 PST,+0,+119.429,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:34:00 PST,+0,+119.426,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:34:30 PST,+0,+119.423,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:35:00 PST,+0,+119.42,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:35:30 PST,+0,+119.417,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:36:00 PST,+0,+119.414,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:36:30 PST,+0,+119.411,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:37:00 PST,+0,+119.408,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:37:30 PST,+0,+119.405,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:38:00 PST,+0,+119.402,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:38:30 PST,+0,+119.399,+3.782,+0,+0,DEPLETING,ONEZNODE
